track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
2LCd6P35jFyZ9SN37o9D2q,0.716,0.963,0,-3.097,0,0.0931,0.0344,0.0,0.292,0.707,124.97,4
1M8U7UHu9rhwumTu8IrqeD,0.689,0.788,8,-4.978,1,0.084,0.07,0.0,0.246,0.656,122.968,4
0JwXH0xA7o7HUfVfyFh1H6,0.464,0.76,3,-6.187,0,0.0508,0.102,0.0,0.146,0.488,95.953,4
46xkXPGjR9Ig9BcaTUNus3,0.853,0.571,1,-5.845,1,0.0543,0.133,0.0,0.0564,0.958,117.991,4
5Fla3zyOCcIRqrDoKLU0DP,0.475,0.846,10,-3.344,1,0.283,0.275,0.0,0.0824,0.451,96.036,4
0FEk8LwY8h4rAR63ggfhV0,0.647,0.726,3,-4.389,0,0.0552,0.157,0.0,0.0844,0.769,114.998,4
5rlMVKnvE6ZSzNCs8ZyHqU,0.535,0.8,2,-4.569,0,0.0342,0.0183,0.0,0.421,0.175,113.023,4
6Xy72HZ9nf2jx48dQuF1mA,0.649,0.743,11,-6.042,0,0.0679,0.0342,0.0,0.0855,0.344,106.915,4
2Xy1UIVfOlukyye6Fd0wrI,0.673,0.729,6,-4.879,1,0.0496,0.083,0.0,0.1,0.675,122.023,4
398Kr7urUvmBVXvfUZZYiM,0.664,0.733,7,-5.408,1,0.0582,0.249,0.0,0.309,0.403,110.11,4
3qqho4PnTn3zlMPBzWhFFD,0.65,0.786,9,-5.488,1,0.0463,0.019,0.0,0.323,0.446,124.96,4
326ICMkp2gWSYcJdba9s7d,0.488,0.811,9,-3.762,1,0.16,0.0171,0.0,0.52,0.463,127.102,4
2rN51xbGi6n0kB72PBwQQT,0.581,0.586,6,-6.636,1,0.0594,0.319,0.0,0.11,0.389,132.851,4
4lXMjXH76wpfqu0XIw3YOl,0.538,0.7,7,-4.55,1,0.0324,0.00275,0.0,0.295,0.553,99.994,4
7AdPEnSMa769JuI3JJKfa3,0.622,0.71,9,-4.679,0,0.0509,0.0247,0.0,0.219,0.578,97.027,4
3TvTPVu71UZIr56msesnvR,0.714,0.788,6,-5.486,1,0.0512,0.000607,0.00118,0.303,0.554,127.974,4
2Y5oYfwKgXTKsxZiw1KOtF,0.479,0.805,0,-4.589,1,0.118,0.0679,0.0,0.0388,0.654,106.911,4
3iOfaLUdu49NY0ewZmU4Z4,0.525,0.653,3,-6.699,0,0.247,0.183,6.66e-05,0.647,0.437,121.705,4
6GrYITqIYLf5MVfM8bqtwS,0.767,0.715,2,-4.553,1,0.0852,0.315,0.0,0.255,0.482,104.03,4
2JI71GHwq2LN8mtq3iCLYo,0.886,0.628,8,-5.949,1,0.131,0.00215,1.15e-05,0.31,0.178,119.906,4
376KnY4TrgBITxjlnbnmIy,0.875,0.673,7,-4.184,1,0.0932,0.135,0.0,0.292,0.231,130.0,4
5R443dM3IGHeWtVuro7DQA,0.858,0.731,2,-4.121,1,0.0961,0.138,1.71e-05,0.0987,0.431,164.054,4
79aQX5Uq6t8apowFe5uueL,0.919,0.601,2,-4.911,0,0.144,0.375,9.6e-06,0.162,0.44,95.018,4
448hNuS6TH90bjpIHIJqH3,0.971,0.621,11,-5.447,1,0.237,0.143,3.22e-06,0.108,0.445,128.053,4
0MSO8zh09EAFtZz1E9jOEh,0.79,0.596,5,-5.084,0,0.353,0.0477,7.57e-06,0.128,0.336,202.2,4
7kUycEYvdRdHmXmxRiywPE,0.873,0.591,2,-5.928,1,0.226,0.168,0.0,0.117,0.277,100.515,4
5Iz8xVGbOEWlLpM4JWozT2,0.645,0.764,6,-3.069,1,0.148,0.0378,0.0,0.132,0.699,102.909,4
4X0vUyA1ypWt1jvDTmZEaq,0.928,0.618,5,-4.858,0,0.196,0.0903,0.0,0.228,0.5,101.01,4
6p2BLkl2KM6jlpN85Sks93,0.838,0.798,9,-4.938,1,0.0831,0.00749,0.0,0.0433,0.585,155.968,4
2GQEM9JuHu30sGFvRYeCxz,0.867,0.477,9,-7.183,0,0.049,0.00843,0.175,0.113,0.614,124.979,4
5Z3trOR982mBrJcPfrLUsq,0.786,0.706,9,-6.212,0,0.0537,0.251,0.213,0.142,0.313,120.011,4
2HJQcyUpmUuvzS5vBAICIc,0.776,0.715,5,-6.587,0,0.0505,0.0971,0.0131,0.247,0.502,99.951,4
6MWYSp8nWt4IZiRMCDPHXT,0.734,0.758,5,-6.288,0,0.0904,0.0453,0.171,0.653,0.214,116.019,4
01wpPOPqQ3XyS6hBN00HfK,0.709,0.757,1,-6.064,1,0.0356,0.0232,0.335,0.0791,0.166,123.006,4
4y78bEIRTzNe2RbGAnX8zU,0.755,0.557,0,-7.985,0,0.0373,0.257,0.0524,0.103,0.21,109.983,4
3LDZY8eKfAQsUKAc6eeh96,0.817,0.496,0,-7.017,0,0.0451,0.0292,0.458,0.067,0.815,108.01,4
40zJbxW89dq6bEwUVLrxJS,0.732,0.689,8,-6.084,0,0.0436,0.185,0.000117,0.0917,0.0765,100.998,4
2Qe6S4Xy5rS2Vidoaxp6b0,0.655,0.725,8,-4.803,0,0.061,0.0401,0.205,0.227,0.218,106.987,4
74tsW4h0WDYRpfD19gc10W,0.746,0.67,0,-5.072,1,0.0594,0.0408,0.194,0.133,0.629,125.016,4
4b93D55xv3YCH5mT4p6HPn,0.67,0.776,8,-4.091,0,0.047,0.00388,0.000184,0.122,0.624,115.034,4
7uEvezzgCoYmqRDloOXUSR,0.612,0.802,9,-5.087,0,0.0743,0.00693,2.33e-05,0.422,0.775,118.036,4
69gQgkobVW8bWjoCjBYQUd,0.636,0.761,9,-7.752,0,0.035,0.00377,0.00784,0.0851,0.463,120.837,4
5D1zGVDJTOqwaGSzYw5TtP,0.811,0.825,2,-5.48,1,0.0654,0.000646,0.517,0.0689,0.95,124.005,4
5zdkUzguZYAfBH9fnWn3Zl,0.67,0.848,0,-5.103,0,0.0538,0.00172,0.00168,0.385,0.457,124.031,4
4ig58RE2nh8nk8KJNslP7g,0.626,0.829,5,-6.795,0,0.0538,0.00458,0.0597,0.227,0.192,121.943,4
7xy9K0gpqzgUGGuxG5ZfuN,0.645,0.906,10,-5.915,0,0.0481,0.196,0.981,0.142,0.509,125.047,4
1EIjtTM4j3veLBfj6gd4Vk,0.697,0.879,8,-6.014,0,0.0456,0.00502,0.626,0.171,0.591,124.007,4
7qoIMEX58PlFTai18Uf1ic,0.601,0.864,2,-8.842,1,0.0377,0.000264,0.636,0.148,0.103,124.012,4
0ccSl4LZ7dksMNmJgkN7NO,0.463,0.928,4,-4.559,0,0.183,0.00187,1.76e-05,0.321,0.641,122.742,4
6K4t31amVTZDgR3sKmwUJJ,0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,4
5hM5arv9KDbCHS0k9uqwjr,0.621,0.873,5,-3.067,0,0.0369,0.0406,9.1e-06,0.0824,0.873,97.96,4
52ojopYMUzeNcudsoz7O9D,0.47,0.809,8,-6.74,1,0.0495,0.272,0.00671,0.0491,0.49,151.836,4
2X485T9Z5Ly0xyaghN73ed,0.602,0.881,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.577,125.012,4
5M4yti0QxgqJieUYaEXcpw,0.424,0.615,9,-6.217,0,0.0325,0.0158,0.000389,0.0844,0.155,77.935,4
0LtOwyZoSNZKJWHqjzADpW,0.303,0.9,2,-2.352,0,0.0574,0.0277,0.635,0.11,0.491,149.508,4
1cCbsojaA6GIT7Y3zuMJ1q,0.536,0.526,0,-9.754,1,0.181,0.159,0.847,0.128,0.434,167.608,4
0mO6oS60RST2sWmN2FKknP,0.647,0.398,4,-8.63,1,0.0283,0.108,0.107,0.148,0.32,102.029,4
6qZjm61s6u8Ead9sWxCDro,0.598,0.553,9,-6.742,0,0.0397,0.562,0.157,0.257,0.533,123.075,4
60SvhHtwefT0e2G7i7kOH3,0.695,0.923,1,-3.93,0,0.0522,0.0425,0.0469,0.116,0.551,108.014,3
0y1QJc3SJVPKJ1OvFmFqe6,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,4
0QQIhT6PtJ5glyn4HKNKQ6,0.466,0.496,1,-6.606,1,0.0302,0.626,6.22e-06,0.117,0.352,74.747,4
0Tr5G2mE56eLUGvCaXRM8I,0.378,0.925,9,-3.781,1,0.185,0.0234,0.00062,0.18,0.584,108.525,4
0lwUIYJfWGB8qUEAJtYfb6,0.779,0.486,5,-7.205,1,0.193,0.802,5.76e-05,0.0992,0.654,123.993,4
1dX6oGAG5PaexuPj29PsYd,0.368,0.267,8,-9.395,0,0.0428,0.655,2.24e-05,0.0834,0.194,91.88,4
7d9sZF7jmepe2EYdETlNWK,0.325,0.903,2,-3.173,1,0.117,0.00327,6.13e-06,0.0962,0.401,148.446,4
3BsoE7SgveujY2jeV2rVRw,0.529,0.755,10,-3.917,0,0.0383,0.106,0.000607,0.157,0.383,73.998,4
7gxohd4hHPmDIvE9HohJsI,0.55,0.531,8,-7.431,1,0.0309,0.256,0.0,0.0509,0.364,98.014,4
4aPeeN8IYOCMNBGI0p7169,0.748,0.704,5,-4.512,0,0.0344,0.0741,0.0,0.088,0.823,110.028,4
2AwPXDmMeUJGt2Ro5Ea10G,0.529,0.338,8,-8.608,1,0.035,0.515,9.26e-06,0.124,0.111,120.436,4
3pXF1nA74528Edde4of9CC,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,4
43PuMrRfbyyuz4QpZ3oAwN,0.525,0.433,6,-10.598,1,0.185,0.107,0.0,0.135,0.276,160.108,4
5rgrBsAFYMun6yhtnLKRPz,0.543,0.449,1,-8.065,1,0.0463,0.345,0.0,0.157,0.29,132.609,4
2xyx0o4xNOLLjBSbOOdcbA,0.726,0.408,11,-6.606,0,0.0614,0.603,0.0,0.225,0.459,115.918,4
5QDGKcQLqOJvoiu8eScEaM,0.489,0.406,9,-11.44,1,0.232,0.0336,0.0,0.344,0.178,110.551,4
5TXQCMKN6TgemTL3c4wRTn,0.633,0.793,5,-6.847,0,0.182,0.148,0.0,0.867,0.761,109.093,4
0wOtc2nY3NOohp4xSwOyTN,0.731,0.423,6,-10.147,1,0.0784,0.473,0.000413,0.129,0.78,76.964,4
4SCnCPOUOUXUmCX2uHb3r7,0.714,0.582,5,-7.272,0,0.0808,0.0129,0.0,0.0774,0.338,92.819,4
6S5dMjMifQYmyTu1mX4f8P,0.729,0.38,11,-8.558,0,0.099,0.0319,5.01e-05,0.119,0.323,114.975,4
7cdaRebLfVSkZAloSOo1UA,0.727,0.408,11,-6.606,0,0.0622,0.603,0.0,0.225,0.458,115.921,4
2GiJYvgVaD2HtM8GqD9EgQ,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,4
1Dr5JexwA15wmKe7Y7maA9,0.743,0.685,4,-6.863,1,0.0975,0.0664,6.75e-05,0.0884,0.443,109.988,4
2pA4ip3VIEVcIa3qE02oAX,0.568,0.578,6,-5.589,1,0.0404,0.00694,0.000353,0.099,0.555,139.951,4
4AewKenHXKBt643p473xCk,0.542,0.867,6,-5.26,0,0.0813,0.0226,0.00347,0.116,0.326,134.984,4
03v70ZBxmcPX3RWAZMzqaW,0.644,0.478,11,-6.469,1,0.0529,0.194,0.00376,0.106,0.496,159.898,4
2CzXAeABCmbEB52ZziuMsH,0.638,0.893,6,-4.21,0,0.059,0.0534,0.0,0.256,0.904,91.981,4
4JEhFF1J95HoXuuXkyxMyS,0.767,0.376,0,-10.485,1,0.0386,0.555,0.00791,0.108,0.615,123.954,4
62ZXL1CWLJDiDWUZUhfLfU,0.551,0.813,5,-4.25,1,0.0621,0.0155,5.82e-06,0.105,0.568,97.557,4
00Ci0EXS4fNPnkTbS6wkOh,0.53,0.77,9,-5.882,1,0.0824,0.000965,0.0115,0.265,0.107,184.537,3
2mf1Bsgb7XxrM8enbb1MPP,0.825,0.5,7,-11.072,1,0.0889,0.515,0.315,0.106,0.659,101.992,4
04aAxqtGp5pv12UXAg4pkq,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,4
3Zwu2K0Qa5sT6teCCHPShP,0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837,4
2TfSHkHiFO4gRztVIkggkE,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.574,162.011,4
0a7BloCiNzLDD9qSQHh5m7,0.622,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.452,4
2E43WFS4rRc09za2r2GmZl,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,4
4e3ZNTAV6PCrdYMUrUlMpQ,0.547,0.855,7,-4.7,1,0.0597,0.0164,0.0,0.144,0.282,131.073,4
3Te8uLyit6X3ncNW8Fp3K2,0.616,0.868,2,-3.606,1,0.0699,0.00131,1.54e-06,0.671,0.475,108.016,4
7Feaw9WAEREY0DUOSXJLOM,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,4
22H7neCMj03ifZXlix1B6h,0.567,0.961,7,-4.084,1,0.0572,0.00139,3.7e-05,0.102,0.669,151.92,4
7jwDuO7UZvWs77KNj9HbvF,0.562,0.964,4,-2.991,0,0.072,0.000539,1.57e-06,0.579,0.41,138.063,4
1ypwNj8eK2qAMDEs4EiIIX,0.587,0.742,6,-6.64,0,0.0529,0.0128,0.00107,0.146,0.199,145.007,4
5tf1VVWniHgryyumXyJM7w,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.063,4
5fnA9mkIfScSqHIpeDyvck,0.763,0.875,9,-5.797,0,0.0262,0.024,5.41e-06,0.599,0.8,123.013,4
1HFfMOxCAT4GAwaPfCdmUs,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.00143,0.0829,0.45,119.994,4
4zLBcDtvYNVtF9fnG6lme3,0.548,0.723,6,-6.002,1,0.0375,0.0969,1.28e-05,0.337,0.499,125.088,4
0JwXH0xA7o7HUfVfyFh1H6,0.464,0.76,3,-6.187,0,0.0508,0.102,0.0,0.146,0.488,95.953,4
5rG35LggDEHq0BCQVOwnzV,0.639,0.807,5,-4.268,0,0.203,0.0662,4.92e-05,0.0996,0.5,149.841,4
6Y4tAJ7qK8pqD1grVgooMz,0.539,0.708,5,-6.189,1,0.0976,0.0129,0.0,0.14,0.381,123.039,4
2hSH9zh4RcLUfxVaIdlyOc,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4
4f9iU6U8XBqlzZyoEHirXS,0.544,0.711,6,-6.116,0,0.0867,0.0165,0.000763,0.247,0.309,130.221,4
1V6gIisPpYqgFeWbMLI0bA,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,4
3uwnnTQcHM1rDqSfA4gQNz,0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,4
0yvPEnB032fojLfVluFjUv,0.706,0.643,11,-6.929,0,0.234,0.0242,0.0,0.262,0.885,143.931,4
3DXXKDbbZKyAZfNb96ST3q,0.594,0.749,3,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130.064,4
0mlAOSILGRys2IbvyOT5VJ,0.733,0.897,0,-3.652,1,0.0389,0.0391,0.0,0.117,0.649,96.006,4
0t5cfOZxePTvuYXTywHzjH,0.494,0.275,7,-8.792,0,0.0322,0.722,3.85e-05,0.122,0.167,123.895,4
3NuK5xMlSlB6K2Qp16zf3h,0.74,0.622,11,-4.608,0,0.0446,0.0357,4.85e-05,0.356,0.556,104.966,4
5vTPxzm4h2bY9rYyVrGEU5,0.706,0.728,7,-3.602,1,0.0852,0.123,0.0,0.185,0.851,121.017,4
3sP3c86WFjOzHHnbhhZcLA,0.651,0.695,6,-3.218,1,0.0487,0.23,0.0,0.144,0.569,123.008,4
3by8IfnW9dZ2t4pZw1WVxz,0.419,0.453,8,-7.685,1,0.0437,0.539,0.0,0.0971,0.356,140.327,3
72gv4zhNvRVdQA0eOenCal,0.715,0.605,0,-5.128,0,0.0428,0.239,1.41e-05,0.189,0.454,122.956,4
0K6iKgHPPhAb4Acmg9aD77,0.492,0.688,10,-4.989,0,0.046,0.0724,0.0029,0.0881,0.316,123.069,4
1rIKgCH4H52lrvDcz50hS8,0.694,0.712,7,-3.923,0,0.046,0.132,0.0,0.211,0.799,98.023,4
1bgKMxPQU7JIZEhNsM1vFs,0.739,0.586,10,-5.079,0,0.0472,0.0245,0.000252,0.308,0.444,124.026,4
4vOoQh9MhS9pyrbvc8LyMz,0.584,0.915,6,-3.199,0,0.11,0.00686,0.000155,0.098,0.57,181.882,4
6hmhG1b4LEyNuashVvuIAo,0.583,0.732,11,-5.728,0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,4
4nyY8oVjbX2d4qzlpiVM5n,0.608,0.71,11,-4.998,1,0.0636,0.43,0.0,0.0903,0.613,124.985,4
0ADG9OgdVTL7fgREP75BrZ,0.576,0.782,6,-4.825,0,0.0296,0.00778,0.0,0.285,0.355,141.153,4
3DQisSEr1TLp9H0BEeKiQS,0.556,0.529,2,-4.464,1,0.025,0.4,0.0,0.268,0.308,89.887,4
4VPXFi4vFTtS9wHe6oMQaT,0.485,0.332,4,-9.244,1,0.0338,0.784,0.000122,0.146,0.273,130.813,4
7x5xYW5W42OGPAdHUyyguy,0.509,0.671,1,-5.709,1,0.0678,0.304,0.0,0.0452,0.55,118.413,5
7BWTTA7mBQTX4jxSLApzQ6,0.552,0.704,1,-5.349,1,0.0883,0.219,0.0,0.0388,0.693,124.902,5
37k7igIs7IrMVUadwWKHJ6,0.646,0.601,9,-5.446,1,0.0737,0.0154,0.0,0.0832,0.659,80.031,4
3RB4mMjf2Ln4fDv3ylSoWI,0.501,0.87,11,-4.02,1,0.119,0.0279,0.0,0.329,0.858,97.963,4
19Qduas1mZwiAr4yUuBZXC,0.709,0.726,9,-6.775,1,0.0717,0.0206,0.0,0.142,0.736,111.954,4
3x3hacmGB2l171hDscigZz,0.848,0.8,0,-4.768,0,0.189,0.131,8.28e-06,0.0632,0.937,140.059,4
2YePYsIAjvrtqL8HQ9pI3b,0.722,0.57,2,-6.653,1,0.0973,0.0547,4.68e-06,0.09,0.561,107.066,4
0ezyHSFGFs61yiiPB3EpIY,0.533,0.742,7,-6.983,1,0.492,0.148,0.0,0.396,0.511,137.905,4
54dchlJdlVs58DRNqKH1yf,0.509,0.538,4,-7.516,0,0.148,0.598,0.0,0.0689,0.472,163.812,4
0CxCpL8uCAwThYevFxv6bb,0.499,0.761,7,-6.557,0,0.399,0.143,0.0,0.158,0.39,178.055,4
0fYVliAYKHuPmECRs1pbRf,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,4
77ui6nDkmhhACU7DTLNG4v,0.665,0.517,0,-8.289,1,0.0319,0.194,0.0,0.136,0.44,115.93,4
7lGKEWMXVWWTt3X71Bv44I,0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,4
0OI7AFifLSoGzpb8bdBLLV,0.653,0.718,3,-5.232,0,0.213,0.00413,0.0,0.0537,0.216,82.034,4
0Caa2ZJq9JEIP69ruAAIka,0.682,0.508,6,-6.726,1,0.0342,0.184,0.0,0.159,0.368,108.016,4
3xgK660fsZH7ZDcOMfIdfB,0.389,0.748,2,-4.461,1,0.0805,0.000821,0.00058,0.358,0.216,78.056,4
7AOdyU64RafmvJUL4WMotN,0.345,0.574,2,-7.431,1,0.0435,0.0112,1.61e-05,0.343,0.0736,116.679,4
70YPzqSEwJvAIQ6nMs1cjY,0.404,0.806,2,-4.75,1,0.0496,0.198,0.0,0.114,0.112,148.036,4
3V9cM3nCH2G66afoDi0snu,0.732,0.594,11,-5.911,0,0.0693,0.00805,0.0301,0.0802,0.676,107.996,4
1dAxKchdnh9UVPjzEew9ls,0.553,0.841,1,-4.435,1,0.0964,0.0547,0.0,0.0642,0.636,78.026,4
12GEpg2XOPyqk03JZEZnJs,0.64,0.533,0,-6.596,1,0.0706,0.119,0.0,0.0864,0.515,99.968,4
1kKYjjfNYxE0YYgLa7vgVY,0.693,0.678,8,-7.159,1,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,4
1I8tHoNBFTuoJAlh4hfVVE,0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,4
5masKPHeAOVNgxdLebIcK7,0.64,0.635,8,-7.565,0,0.226,0.271,0.0,0.319,0.475,100.034,4
0WVAQaxrT0wsGEG4BCVSn2,0.688,0.688,3,-5.84,1,0.0357,0.3,0.0,0.0982,0.451,114.011,4
07QIetdCyAEox3Q5qqJT43,0.649,0.586,2,-5.998,1,0.0385,0.234,0.0,0.0936,0.178,106.031,4
1sgDyuLooyvEML4oHspNza,0.58,0.586,1,-6.883,1,0.0357,0.344,0.0,0.0755,0.507,147.988,4
288EJf2Hyv0vFtyYlcP9zN,0.746,0.78,0,-4.892,1,0.102,0.319,0.0,0.411,0.569,105.931,4
6xTU6B6nFwKKTSZ9ySXS80,0.689,0.505,0,-6.389,1,0.0933,0.158,0.0,0.138,0.312,99.017,4
3Be7CLdHZpyzsVijme39cW,0.75,0.664,8,-5.908,0,0.154,0.275,0.0,0.0632,0.617,105.023,4
37f4ITSlgPX81ad2EvmVQr,0.564,0.714,7,-4.987,1,0.129,0.0549,0.0,0.155,0.33,175.924,4
3kSXn1osC89W8JcPLozTzs,0.506,0.897,9,-4.632,1,0.26,0.146,0.000451,0.0868,0.525,188.03,4
7xbXQeepclfQNqI3mLPb3c,0.557,0.4,0,-8.16,1,0.0274,0.914,0.000897,0.107,0.348,100.205,4
7EjL6DoRMa601VXjoyyBSE,0.521,0.186,2,-8.433,1,0.046,0.962,0.0,0.119,0.539,74.227,3
2RZvxgQsFR1mUcwFZpsav9,0.572,0.689,6,-3.971,0,0.0824,0.0688,8.64e-05,0.0718,0.399,131.799,4
1dnYlA4OUT2QPCkhEtWPuT,0.471,0.87,8,-4.86,1,0.306,0.199,0.0,0.175,0.556,187.697,4
3eoyz3jZOHhko7hEwtEdnf,0.745,0.891,7,-5.392,0,0.0748,0.0582,0.000645,0.11,0.362,116.959,4
5fiXA27viyX9WkPSHNr4HZ,0.68,0.752,1,-3.513,0,0.0801,0.156,0.0,0.455,0.341,92.008,4
67vx6ZHoZvkaCq8t8LyRBK,0.64,0.784,0,-5.177,1,0.102,0.0448,0.0,0.0973,0.781,131.998,4
6yY0oA5uRwvsxwTxa18lLj,0.602,0.58,7,-5.586,1,0.344,0.165,1.09e-06,0.0839,0.513,162.403,3
5uDASfU19gDxSjW8cnCaBp,0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,4
2Vo3sVSCltAaYU1u0f9ASz,0.828,0.49,11,-9.278,1,0.0593,0.0336,2.71e-05,0.0867,0.279,107.968,4
5D0zbCq9DqP3CgMZ6R6Msv,0.87,0.651,6,-5.263,0,0.0526,0.142,2.1e-05,0.105,0.432,100.023,4
1VVUTkg6sOfZJybwjMTQMv,0.741,0.682,6,-3.376,0,0.207,0.00453,9.34e-05,0.126,0.729,152.01,4
0qrn5N2vYtUrQx1mQnLX3x,0.711,0.643,5,-5.385,0,0.337,0.0789,0.0,0.13,0.524,175.837,4
0aXJBCkMVsGsAx6xiueQ2M,0.571,0.482,1,-6.473,1,0.102,0.125,0.0,0.287,0.11,68.648,4
6kAyNOwKKB1h7d6Lx0E9gY,0.862,0.681,6,-4.955,0,0.0737,0.191,0.0,0.108,0.437,100.01,4
2EogYHziNIwk3VuwcJC4Tg,0.782,0.598,1,-5.511,1,0.0735,0.291,0.0,0.0836,0.579,124.041,4
3Zg6uh4AkLi43Nnm05Hf8Y,0.896,0.601,1,-7.493,1,0.174,0.00291,0.0,0.135,0.419,91.989,4
2KzDSVQM0trdulmfvY8z84,0.755,0.584,6,-8.826,0,0.473,0.0109,0.0,0.273,0.577,157.965,4
5bcTCxgc7xVfSaMV3RuVke,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018,4
7FYH5AW3bVfZHJIQpq3UOA,0.824,0.733,1,-5.474,1,0.0613,0.0362,0.0,0.325,0.395,97.972,4
6rje9f1wRFJDO2iTORw0lH,0.733,0.334,1,-11.314,1,0.0811,0.327,0.0,0.116,0.267,119.935,4
6bxUnsSGZCmoHHU5auwtps,0.7,0.554,1,-5.909,1,0.187,0.219,1.36e-06,0.419,0.0633,97.127,4
3YqJ0iaDWM0aqEDQExd2j3,0.657,0.611,6,-5.415,0,0.225,0.00937,0.0,0.146,0.616,132.062,4
33gwZOGJWEZ7dRWPqPxBEZ,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41e-06,0.351,0.325,160.048,4
0SGkqnVQo9KPytSri1H6cF,0.78,0.575,1,-5.628,0,0.139,0.106,0.0,0.129,0.273,81.502,4
65rRB2mspD309xE6YimZTl,0.66,0.539,9,-5.947,0,0.324,0.0534,0.0,0.222,0.307,109.318,5
2nBI3iWLhupR7LyAJ5GGkE,0.692,0.774,6,-2.48,0,0.0876,0.0623,0.0,0.873,0.349,134.952,4
1bzM1cd6oqFozdr4wK6HdR,0.79,0.621,1,-7.634,1,0.275,0.333,0.0,0.122,0.15,118.895,4
46lFttIf5hnUZMGvjK0Wxo,0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,4
5K6Ssv4Z3zRvxt0P6EKUAP,0.595,0.784,1,-4.878,1,0.102,0.216,0.0,0.0608,0.479,124.111,4
6M6Tk58pQvABy6ru66dY3d,0.674,0.915,6,-3.999,0,0.0411,0.0282,0.00337,0.273,0.78,126.038,4
1kaJ2dEM1jeXQaH7uDdyoD,0.596,0.88,5,-2.697,1,0.0396,0.0391,0.0,0.0757,0.562,124.048,4
3aIhJDHxr1kgTSnutJxPTH,0.708,0.945,5,-3.247,0,0.234,0.00104,0.0803,0.227,0.545,127.96,4
53Ji6ZvVjsBl4pIuiETfhN,0.659,0.804,0,-5.735,1,0.0381,0.00463,0.0,0.178,0.506,120.041,4
4NexTaCZZ7Ehnf03A6SVjt,0.8,0.66,0,-4.903,1,0.158,0.158,0.02,0.14,0.634,117.923,4
1UNYQXk8b0GPbupETN4IHL,0.705,0.938,9,-2.684,1,0.0753,0.0256,3.26e-06,0.15,0.614,127.971,4
3bvjsHQd792zIO4SKFxXKs,0.485,0.91,9,-2.096,1,0.0977,0.113,0.0,0.138,0.649,124.18,4
6o6STE55cbhH4BuM2EJRL9,0.547,0.795,8,-3.721,1,0.0489,0.145,0.0,0.111,0.723,118.115,4
6KHL1En9v6iNWjcs44mcmU,0.529,0.614,9,-5.032,1,0.0479,0.215,0.0,0.277,0.141,92.972,4
5K6Ssv4Z3zRvxt0P6EKUAP,0.595,0.784,1,-4.878,1,0.102,0.216,0.0,0.0608,0.479,124.111,4
6rmXhRIemCTPyMYZRDN7Qg,0.776,0.875,4,-5.535,1,0.0575,0.0343,0.0,0.314,0.849,111.988,4
0ErK6K0kYr0Ow2RkPMhmMs,0.773,0.747,5,-4.061,1,0.0885,0.0242,8.99e-06,0.109,0.801,126.014,4
0lUSd7TCG8srh6HpIAEIWL,0.566,0.855,7,-4.016,1,0.211,0.0372,0.000157,0.181,0.517,172.966,4
6L2uVVPJA9WcDc7zCZ4DHN,0.783,0.63,7,-4.985,1,0.044,0.211,0.0,0.3,0.822,106.053,4
222B3aljXx6fFwKmFjuBED,0.754,0.854,5,-3.449,0,0.0608,0.177,0.0,0.0808,0.8,75.002,4
1n73Qe6oEprLsUNHXET2pb,0.437,0.351,6,-6.823,0,0.0313,0.566,0.0,0.0888,0.383,68.659,4
